재무제표종류,종목코드,회사명,시장구분,업종,업종명,결산월,결산기준일,보고서종류,통화,항목코드,항목명,당기,전기,전전기
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,dart_CashAndDuefromBanks,         현금및예치금,"155,238,417,983","67,988,718,816","51,799,136,753"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,dart_SecuritiesAtFairValueThroughProfitOrLoss,         당기손익-공정가치금융자산,"103,647,600,000",0,0
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,entity00858364_LoansAndReceivablesOfAssetsAbstract,         대출채권 및 수취채권,"59,248,455,663","199,167,331,546","174,546,298,273"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_Assets,         자산총계,"6,968,997,944,637","6,915,786,817,905","6,825,305,647,860"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_IntangibleAssetsAndGoodwill,         무형자산,"14,095,601,815","14,666,993,733","15,818,071,708"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,         관계기업및공동기업투자,"6,623,937,230,740","6,623,937,230,740","6,573,937,230,740"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialAssets,         기타자산,"922,449,944","2,113,078,968","2,181,276,394"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_PropertyPlantAndEquipment,         유형자산,"11,908,188,492","7,913,464,102","7,023,633,992"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,dart_ElementsOfOtherStockholdersEquity,            기타자본구성요소,"-4,485,067,404","-3,933,474,597","-6,376,677,071"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,dart_HybridBonds,            신종자본증권,"727,635,718,500","827,392,476,500","827,392,476,500"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_AdditionalPaidinCapital,            기타불입자본,"2,276,280,170,430","2,270,038,313,795","2,270,038,313,795"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_Equity,            자본총계,"5,283,937,093,683","5,347,543,937,675","5,251,713,667,367"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_IssuedCapital,            자본금,"1,629,676,230,000","1,629,676,230,000","1,629,676,230,000"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_RetainedEarnings,            이익잉여금,"654,830,042,157","624,370,391,977","530,983,324,143"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_EquityAndLiabilities,         자본과부채총계,"6,968,997,944,637","6,915,786,817,905","6,825,305,647,860"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_BondsIssued,            사채,"1,618,376,304,316","1,368,661,050,620","1,398,528,376,903"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxLiabilities,            당기법인세부채,"37,920,784,422","177,993,164,424","153,475,623,084"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_Liabilities,            부채총계,"1,685,060,850,954","1,568,242,880,230","1,573,591,980,493"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialLiabilities,            기타부채,"26,509,871,827","20,976,838,978","19,907,694,356"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_Provisions,            충당부채,"164,237,786","190,414,532","80,362,119"
"재무상태표, 은행 - 별도",[138930],BNK금융지주,유가증권시장상장법인,649,기타 금융업,12,2023-12-31,사업보고서,KRW,ifrs-full_RecognisedLiabilitiesDefinedBenefitPlan,            순확정급여부채,"2,089,652,603","421,411,676","1,599,924,031"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,dart_CashAndDuefromBanks,         현금및예치금,"1,640,577,725,067","2,157,937,151,533","1,944,545,438,552"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,entity01030132_LoansAndReceivablesOfAssetsAbstract,         대출채권 및 수취채권,"40,524,925,415,836","38,890,374,162,203","36,952,502,638,055"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_Assets,         자산총계,"50,808,419,608,923","48,688,833,025,536","46,283,026,816,602"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxAssets,         이연법인세자산,0,"26,125,293,082","15,164,714,295"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialAssets,         파생상품자산,"19,369,531,169","26,210,053,382","16,831,144,881"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtAmortisedCost,         상각후원가금융자산,"3,767,591,962,571","3,643,927,930,599","3,680,561,790,694"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,         기타포괄손익-공정가치금융자산,"2,997,435,932,803","2,279,072,048,242","2,091,405,891,543"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughProfitOrLoss,         당기손익-공정가치금융자산,"1,395,750,044,303","1,190,353,061,892","1,191,449,493,086"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_IntangibleAssetsAndGoodwill,         무형자산,"66,627,080,007","57,108,963,743","51,062,477,602"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentProperty,         투자부동산,"29,939,012,623","28,637,457,501","30,959,694,541"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialAssets,         기타자산,"18,379,063,507","26,649,458,213","25,953,362,095"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_PropertyPlantAndEquipment,         유형자산,"286,157,213,098","285,131,595,435","277,475,890,450"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_RecognisedAssetsDefinedBenefitPlan,         순확정급여자산,"61,666,627,939","77,305,849,711","5,114,280,808"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,dart_ElementsOfOtherStockholdersEquity,            기타자본구성요소,"-20,541,054,732","-67,709,993,158","-47,808,072,457"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,dart_HybridBonds,            신종자본증권,"199,449,480,000","498,815,940,000","448,843,940,000"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_AdditionalPaidinCapital,            기타불입자본,"695,835,577,702","695,946,597,702","696,469,117,702"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_Equity,            자본총계,"3,464,190,444,252","3,628,757,870,024","3,501,668,349,466"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_IssuedCapital,            자본금,"432,104,560,000","432,104,560,000","432,104,560,000"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_RetainedEarnings,            이익잉여금,"2,157,341,881,282","2,069,600,765,480","1,972,058,804,221"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,dart_RegulatoryReserveForCreditLoss,               대손준비금 적립액,"178,509,000,000","259,572,000,000","217,720,000,000"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,dart_RegulatoryReserveForCreditLossToBeAddedReversed,               대손준비금 전입(환입) 예정액,"-57,829,000,000","-81,063,000,000","41,852,000,000"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_EquityAndLiabilities,         자본과부채총계,"50,808,419,608,923","48,688,833,025,536","46,283,026,816,602"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_BondsIssued,            발행사채,"1,420,647,875,627","1,572,359,639,616","1,549,269,830,296"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_Borrowings,            차입부채,"2,441,107,666,199","2,257,982,784,955","2,101,769,031,694"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxLiabilities,            당기법인세부채,"6,750,869,873","50,817,310,662","26,114,891,532"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxLiabilities,            이연법인세부채,"18,586,063,362",0,0
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_DepositsFromCustomers,            예수부채,"42,192,215,427,817","40,172,603,467,054","38,399,637,352,538"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialLiabilities,            파생상품부채,"16,951,072,124","26,373,663,461","15,131,983,258"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_Liabilities,            부채총계,"47,344,229,164,671","45,060,075,155,512","42,781,358,467,136"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherFinancialLiabilities,            기타금융부채,"1,126,764,136,005","882,897,545,658","610,453,151,257"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialLiabilities,            기타부채,"34,242,534,749","32,845,995,452","29,569,288,761"
"재무상태표, 은행 - 별도",[192520],경남은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_Provisions,            충당부채,"86,963,518,915","64,194,748,654","49,412,937,800"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,dart_SecuritiesAtAmortisedCost,         상각후원가측정유가증권,"2,407,041,905,915","2,299,928,429,160","2,011,951,060,229"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_Assets,         자산총계,"29,764,947,700,868","28,563,846,731,746","28,163,512,805,163"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_CashAndCashEquivalents,         현금및현금성자산,"708,149,057,922","1,141,890,992,406","1,283,453,872,443"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_DeferredTaxAssets,         이연법인세자산,"27,248,841,292","43,171,237,696","32,656,759,897"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtAmortisedCost,         상각후원가측정대출채권 및 기타금융자산,"23,529,126,692,823","22,503,463,230,147","22,377,064,481,985"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughOtherComprehensiveIncome,         기타포괄손익-공정가치측정금융자산,"1,988,427,387,764","1,521,389,786,867","1,508,277,567,886"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughProfitOrLoss,         당기손익-공정가치측정금융자산,"659,748,114,016","711,872,489,168","644,228,219,226"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_IntangibleAssetsAndGoodwill,         무형자산,"31,550,426,291","20,001,808,298","19,183,239,360"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentProperty,         투자부동산,"8,163,571,673","8,303,430,695","9,304,314,878"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,         관계기업 투자자산,"49,779,723,316","49,779,723,316","49,779,723,316"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialAssets,         기타자산,"12,659,124,541","12,906,927,266","15,348,885,135"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_PropertyPlantAndEquipment,         유형자산,"280,952,231,048","177,753,186,635","171,329,155,810"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_RecognisedAssetsDefinedBenefitPlan,         순확정급여자산,"49,293,080,087","60,259,725,539","25,369,661,726"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_RightofuseAssets,         사용권자산,"12,807,544,180","13,125,764,553","15,565,863,272"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,dart_HybridBonds,            신종자본증권,0,"86,864,930,000","86,864,930,000"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_AccumulatedOtherComprehensiveIncome,            기타포괄손익누계액,"-29,565,829,846","-61,161,245,135","-40,255,757,280"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_AdditionalPaidinCapital,            기타불입자본,"689,279,473,589","689,414,543,589","689,414,543,589"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_Equity,            자본총계,"2,150,938,518,730","2,111,005,481,636","2,057,596,097,933"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_IssuedCapital,            자본금,"256,580,285,000","256,580,285,000","256,580,285,000"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_RetainedEarnings,            이익잉여금,"1,234,644,589,987","1,139,306,968,182","1,064,992,096,624"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,dart_AmountRequiredToBeAddedReversedRegulatoryReserveForCreditLoss,               대손준비금 전입(환입)필요액,"-37,415,183,625","-31,719,326,585","9,778,630,671"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,dart_RegulatoryReserveForCreditLoss,               대손준비금 기적립액,"143,224,942,343","174,944,268,928","165,165,638,257"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,dart_RegulatoryReserveForCreditLossToBeAddedReversed,               대손준비금 전입(환입)예정액,"-37,415,183,625","-31,719,326,585","9,778,630,671"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_EquityAndLiabilities,         자본과부채총계,"29,764,947,700,868","28,563,846,731,746","28,163,512,805,163"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_BondsIssued,            발행사채,"1,519,953,385,432","1,389,892,357,453","939,821,133,979"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_Borrowings,            차입부채,"963,271,314,012","1,035,115,861,576","1,148,798,431,609"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxLiabilities,            당기법인세부채,"30,433,029,406","54,738,218,462","36,898,237,206"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_DepositsFromCustomers,            예수부채,"24,149,629,142,224","23,294,034,323,338","23,301,761,439,065"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialLiabilitiesAtFairValueThroughProfitOrLoss,            당기손익-공정가치측정금융부채,"8,951,152,811","6,097,047,534","46,853,411"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_Liabilities,            부채총계,"27,614,009,182,138","26,452,841,250,110","26,105,916,707,230"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherFinancialLiabilities,            기타금융부채,"880,974,807,283","646,778,434,470","654,533,242,305"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherNonfinancialLiabilities,            기타부채,"16,994,133,450","14,622,609,592","13,907,026,401"
"재무상태표, 은행 - 별도",[192530],광주은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_Provisions,            충당부채,"43,802,217,520","11,562,397,685","10,150,343,254"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,dart_CashAndDuefromBanks,         현금및예치금,"21,648,290,000,000","22,296,244,000,000","22,368,904,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,dart_LoansAtAmortisedCost,         상각후원가측정대출채권,"373,623,010,000,000","363,839,085,000,000","349,438,762,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,entity00386937_FinancialInvestmentsOfAssetsAbstract,         투자금융자산,"76,764,526,000,000","74,026,021,000,000","62,584,129,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_Assets,         자산총계,"512,372,841,000,000","500,343,475,000,000","464,773,397,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_CurrentTaxAssets,         당기법인세자산,"225,022,000,000","187,017,000,000","51,191,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_DerivativeFinancialAssets,         파생금융자산,"5,055,495,000,000","7,747,794,000,000","2,960,174,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_FinancialAssetsAtFairValueThroughProfitOrLoss,         당기손익-공정가치측정금융자산,"16,609,611,000,000","18,154,550,000,000","14,782,128,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_IntangibleAssetsAndGoodwill,         무형자산,"455,262,000,000","493,279,000,000","472,253,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentProperty,         투자부동산,"123,228,000,000","119,323,000,000","97,651,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_InvestmentsInSubsidiariesJointVenturesAndAssociates,         관계기업 및 종속기업 투자,"3,276,848,000,000","2,747,295,000,000","2,964,238,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_NoncurrentAssetsOrDisposalGroupsClassifiedAsHeldForSale,         매각예정자산,"32,407,000,000","30,971,000,000","44,159,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_OtherAssets,         기타자산,"10,878,878,000,000","6,865,013,000,000","5,403,620,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_PropertyPlantAndEquipment,         유형자산,"3,451,699,000,000","3,529,134,000,000","3,606,188,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_RecognisedAssetsDefinedBenefitPlan,         순확정급여자산,"228,565,000,000","307,749,000,000",0
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,dart_CapitalSurplus,            자본잉여금,"5,220,031,000,000","5,220,031,000,000","5,220,031,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,dart_HybridBonds,            신종자본증권,"1,282,935,000,000","873,850,000,000","574,523,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_AccumulatedOtherComprehensiveIncome,            기타포괄손익누계액,"542,107,000,000","-86,385,000,000","1,362,438,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_Equity,            자본총계,"36,215,236,000,000","33,553,781,000,000","32,617,601,000,000"
"재무상태표, 은행 - 별도",[060000],국민은행,기타법인,641,은행 및 저축기관,12,2023-12-31,사업보고서,KRW,ifrs-full_IssuedCapital,            자본금,"2,021,896,000,000","2,021,896,000,000","2,021,896,000,000"
